user_id,days_since_last_activity,engagement_velocity,frustration_index,completion_ratio,total_events,mrr,churned
502,266,0.8055555555555556,3,1.5,69,99,1
503,243,0.6470588235294118,76,0.49295774647887325,317,29,1
504,109,0.7674418604651163,33,0.8495575221238938,474,99,0
505,187,0.7407407407407407,0,1.2,45,29,1
506,120,1.146551724137931,61,0.8359621451104101,1098,99,0
507,19,1.0571428571428572,32,0.7133757961783439,574,299,0
508,237,1.1363636363636365,3,0.9411764705882353,69,29,1
509,235,4.5,1,0.8,20,99,1
510,13,0.7714285714285715,13,0.8095238095238095,384,29,0
511,211,22.0,1,1.5,21,29,1
512,77,1.0,151,0.44654088050314467,676,29,0
513,70,0.96,8,0.8846153846153846,316,29,0
514,94,0.425,8,0.49411764705882355,258,29,0
515,69,1.4077669902912622,101,0.9524617996604414,2181,99,0
516,116,0.7964601769911505,63,0.9093023255813953,1544,29,0
517,59,1.1794871794871795,138,0.3915343915343915,711,99,0
518,78,1.9523809523809523,23,1.0101010101010102,434,29,0
519,313,0.45,3,0.76,90,29,1
520,45,0.8220338983050848,55,0.9017857142857143,1579,99,0
521,35,0.49019607843137253,9,0.7870370370370371,395,29,0
522,126,0.9423076923076923,46,0.3829787234042553,202,29,1
523,96,0.5,6,0.6888888888888889,148,99,0
524,114,1.1951219512195121,5,0.7950819672131147,447,29,0
525,25,1.5833333333333333,14,0.9636363636363636,446,29,0
526,248,9.0,4,0.0,8,29,1
527,336,18.0,4,0.4,17,299,1
528,140,0.28125,24,0.25,101,99,1
529,43,1.3125,79,0.8218487394957983,2006,99,0
530,167,0.6086956521739131,0,0.9166666666666666,46,99,1
531,45,1.4814814814814814,20,0.9929577464788732,599,29,0
533,47,1.21875,18,0.9776119402985075,555,99,0
534,9,0.84,17,0.9296875,525,29,0
535,139,1.2424242424242424,2,0.8727272727272727,210,29,1
536,233,1.2777777777777777,2,0.64,80,29,1
538,12,0.5,159,0.33519553072625696,698,299,0
539,263,36.0,5,0.625,35,29,1
540,89,1.1941747572815533,86,0.9872448979591837,1499,29,0
541,115,0.9230769230769231,3,0.6944444444444444,119,29,1
542,121,1.8823529411764706,24,1.027027027027027,329,299,0
543,44,0.9230769230769231,104,0.44029850746268656,530,29,0
544,127,1.15,7,0.7636363636363637,385,29,0
545,87,1.35,21,0.8347826086956521,445,99,0
546,153,1.28,45,0.38095238095238093,241,99,1
547,3,0.8104575163398693,76,0.81419624217119,1619,29,0
548,212,1.3333333333333333,0,0.5,71,29,1
549,164,1.65,3,1.4444444444444444,51,29,1
550,174,1.5625,16,0.9571428571428572,298,29,1
551,176,0.7391304347826086,4,0.8181818181818182,44,29,1
552,136,0.6764705882352942,2,0.7551020408163265,167,29,1
553,119,1.1428571428571428,16,0.7285714285714285,263,29,0
554,93,1.096774193548387,14,0.8526315789473684,374,29,0
555,76,0.9090909090909091,13,0.8913043478260869,361,99,0
556,32,2.6,169,0.31390134529147984,828,299,0
557,7,0.7643312101910829,138,0.8797202797202798,2548,99,0
558,133,1.3875,87,0.893491124260355,1257,29,0
559,251,1.1481481481481481,0,1.7222222222222223,105,29,1
560,26,1.0,19,1.027027027027027,480,299,0
561,141,0.85,6,0.9736842105263158,158,29,1
562,80,2.0714285714285716,86,0.4268292682926829,350,29,0
563,81,0.7669172932330827,41,0.9003831417624522,916,29,0
564,116,1.7849462365591398,64,0.8033573141486811,1387,99,0
565,80,0.9069767441860465,90,0.4205607476635514,431,99,0
566,152,0.4782608695652174,18,1.4516129032258065,186,29,1
567,177,0.8666666666666667,37,0.44680851063829785,185,29,1
568,52,1.40625,64,0.582089552238806,326,299,0
569,4,1.2307692307692308,32,1.015625,557,29,0
570,91,1.048780487804878,86,0.3,367,99,0
571,41,0.7096774193548387,23,0.9204545454545454,368,99,0
572,259,3.2222222222222223,2,1.0,109,99,1
573,20,1.48,80,0.34234234234234234,395,29,0
574,9,1.2105263157894737,35,0.9802631578947368,655,29,0
575,107,1.6818181818181819,6,0.7717391304347826,327,29,0
576,164,0.21621621621621623,10,0.8636363636363636,103,99,1
577,7,0.9640287769784173,96,0.8178137651821862,1690,299,0
578,78,0.4857142857142857,8,1.1904761904761905,206,29,0
579,69,0.84375,75,0.3723404255319149,379,29,0
580,274,16.0,2,0.16666666666666666,15,299,1
581,301,4.75,9,0.2777777777777778,55,99,1
582,177,0.30303030303030304,14,0.8382352941176471,266,99,1
583,77,1.186046511627907,83,0.5131578947368421,356,29,0
584,38,0.9428571428571428,129,0.4765625,573,29,0
585,136,0.6666666666666666,11,1.0394736842105263,323,99,0
586,302,29.0,5,0.5,28,99,1
587,79,0.75,96,0.9172077922077922,2232,29,0
588,97,0.8840579710144928,105,0.8755832037325039,2249,29,0
589,4,1.3394495412844036,132,0.8640897755610972,2800,29,0
590,129,1.6704545454545454,80,1.0379746835443038,1544,29,0
591,71,1.3333333333333333,69,0.9016786570743405,1489,29,0
592,15,0.7317073170731707,25,0.8631578947368421,382,299,0
593,185,0.5,47,0.8734939759036144,1177,29,1
594,31,0.9565217391304348,127,0.5193798449612403,589,99,0
595,221,0.6666666666666666,2,0.55,57,29,1
596,189,23.0,3,1.0,22,99,1
598,148,1.268041237113402,61,1.0308483290488433,1482,29,0
599,2,1.4111111111111112,67,0.874468085106383,1639,29,0
600,100,1.0,71,0.9840848806366048,1419,29,0
601,89,0.9663865546218487,49,0.923728813559322,1281,29,0
602,260,5.0,0,0.5,4,99,1
603,78,0.8343558282208589,83,0.8336192109777015,1976,299,0
604,41,0.9924812030075187,123,0.8909348441926346,2508,29,0
605,157,1.4301075268817205,24,0.9506172839506173,308,29,1
606,172,51.0,12,0.7777777777777778,50,29,1
607,59,1.2272727272727273,190,0.3872832369942196,753,99,0
608,9,1.5909090909090908,166,0.30288461538461536,773,29,0
609,18,0.7272727272727273,15,0.7258064516129032,446,29,0
610,130,0.5,17,0.9868421052631579,335,99,0
611,192,0.6352941176470588,57,0.821917808219178,1011,99,1
612,89,1.24,15,0.6851851851851852,200,29,0
613,71,0.7272727272727273,19,0.6857142857142857,360,99,0
614,112,0.9753086419753086,79,0.9391891891891891,1123,29,0
615,25,0.9666666666666667,41,0.712707182320442,659,29,0
616,9,0.9230769230769231,18,0.9425287356321839,353,99,0
617,131,0.8504672897196262,90,0.8275058275058275,1491,99,0
618,204,1.4,84,0.3582089552238806,290,29,1
619,3,1.4,21,1.01,449,29,0
620,296,0.30303030303030304,0,0.7857142857142857,47,29,1
621,110,2.1294117647058823,63,0.9645390070921985,1071,29,0
622,56,0.9107142857142857,81,0.5052631578947369,412,29,0
623,34,1.0740740740740742,127,0.5135135135135135,535,29,0
624,95,2.0526315789473686,82,0.2891566265060241,314,29,0
625,151,1.6153846153846154,6,1.0,138,99,1
626,83,1.4,112,0.3357664233576642,515,99,0
627,176,0.5454545454545454,50,0.3157894736842105,215,99,1
628,200,19.0,0,1.25,18,29,1
629,56,0.8823529411764706,52,1.0075757575757576,1490,299,0
630,235,1.5833333333333333,7,0.125,29,99,1
631,81,0.8888888888888888,11,1.037037037037037,243,99,0
632,17,0.6551724137931034,15,1.164835164835165,423,99,0
633,290,1.1428571428571428,7,1.0,90,299,1
634,156,0.8947368421052632,5,0.8888888888888888,206,29,1
635,29,1.4269662921348314,79,0.9772296015180265,1959,29,0
636,170,0.7954545454545454,76,0.4657534246575342,330,99,1
637,93,1.3333333333333333,9,0.7545454545454545,391,99,0
638,45,1.0,103,0.47959183673469385,433,99,0
639,194,0.5689655172413793,73,0.20224719101123595,306,29,1
640,124,0.625,55,0.5357142857142857,261,29,1
641,52,1.4086021505376345,81,0.7898089171974523,1581,29,0
642,6,1.1935483870967742,131,0.43243243243243246,504,299,0
643,296,9.0,3,0.0,8,29,1
644,199,1.1578947368421053,70,0.4444444444444444,309,29,1
645,58,0.8012048192771084,93,0.9216494845360824,1753,29,0
646,337,11.0,0,0.5,10,29,1
647,161,0.8461538461538461,12,0.890625,255,99,1
648,105,4.166666666666667,20,0.8791208791208791,363,99,0
649,130,1.25,20,0.7523809523809524,388,99,0
650,205,0.37037037037037035,45,0.29411764705882354,185,29,1
651,77,0.9754098360655737,86,0.9507874015748031,1869,99,0
652,2,2.0476190476190474,21,1.202020202020202,486,29,0
653,286,0.42857142857142855,3,0.72,85,99,1
654,214,0.5588235294117647,13,0.8867924528301887,222,29,1
655,170,0.55,116,0.3761467889908257,462,29,1
656,94,1.174496644295302,96,0.9015444015444015,1856,99,0
657,196,0.2631578947368421,51,0.4358974358974359,181,299,1
658,57,1.0588235294117647,72,0.3225806451612903,333,29,0
659,56,0.3148148148148148,30,0.8620689655172413,585,99,0
660,43,1.4375,2,0.8846153846153846,203,29,0
661,245,1.0,36,0.75,169,29,1
662,217,0.6764705882352942,7,1.206896551724138,272,29,1
663,128,0.9142857142857143,8,0.9833333333333333,248,29,0
664,169,1.0277777777777777,51,0.48,224,29,1
665,128,1.2710280373831775,53,1.0425531914893618,1280,29,0
666,12,1.2520325203252032,75,0.8703703703703703,1883,29,0
667,8,0.6190476190476191,99,0.39855072463768115,531,299,0
668,70,0.8571428571428571,73,0.8819599109131403,1577,29,0
669,232,0.392,55,0.996,968,99,1
670,20,0.7631578947368421,172,0.3409090909090909,724,29,0
671,15,1.246031746031746,92,0.9253472222222222,2075,99,0
672,141,1.1176470588235294,12,1.0,274,29,1
673,81,0.532258064516129,45,0.8729641693811075,1076,29,0
675,41,1.1428571428571428,170,0.45410628019323673,836,29,0
676,155,2.3684210526315788,3,0.96875,133,29,1
677,5,1.1477272727272727,104,0.8496,2179,99,0
678,204,1.68,17,0.3333333333333333,82,99,1
679,131,1.03125,20,1.02803738317757,464,99,0
680,223,0.14583333333333334,2,0.3939393939393939,86,99,1
682,248,1.25,8,0.125,25,29,1
683,37,0.9266666666666666,97,0.9601593625498008,1876,29,0
684,180,1.5517241379310345,7,1.0,105,29,1
685,132,1.0,8,0.7868852459016393,224,29,1
686,88,1.5588235294117647,13,1.2253521126760563,344,29,0
687,43,0.7878787878787878,29,0.8248175182481752,537,29,0
688,5,1.15625,126,0.2967741935483871,555,29,0
689,271,1.5769230769230769,2,0.9565217391304348,90,99,1
690,105,1.5138888888888888,88,0.8253275109170306,1574,99,0
691,185,1.1470588235294117,41,0.5,183,29,1
692,124,0.9,56,0.45098039215686275,244,299,1
693,11,0.7575757575757576,28,0.8553459119496856,633,299,0
694,192,0.7959183673469388,64,0.7647058823529411,216,29,1
695,36,1.2285714285714286,107,0.9391143911439115,2034,29,0
696,174,1.875,0,0.5,21,29,1
697,142,1.1904761904761905,21,0.32142857142857145,98,299,1
698,81,1.0,22,0.8916666666666667,470,99,0
699,110,1.5217391304347827,90,0.899803536345776,1814,29,0
700,208,0.7,13,0.2,65,29,1
701,213,2.1818181818181817,5,0.8840579710144928,261,29,1
702,83,1.0795454545454546,48,0.9127272727272727,990,29,0
703,128,0.32075471698113206,62,0.4375,267,29,1
704,4,0.9532710280373832,137,0.8525798525798526,2810,99,0
705,120,0.7482014388489209,79,0.8930635838150289,1275,99,0
706,149,2.642857142857143,4,0.6060606060606061,107,99,1
707,57,1.8571428571428572,101,0.58,460,99,0
708,136,1.3636363636363635,9,0.7857142857142857,103,99,1
709,304,0.7254901960784313,29,0.4,139,29,1
710,75,0.7254901960784313,25,0.958904109589041,603,99,0
711,138,0.9230769230769231,10,0.6818181818181818,160,29,1
712,32,1.9142857142857144,13,1.0471698113207548,455,99,0
713,225,1.054054054054054,77,0.43661971830985913,313,29,1
714,123,1.48,49,0.3116883116883117,269,99,0
715,283,1.9655172413793103,23,0.34782608695652173,98,29,1
716,244,0.5135135135135135,9,0.6808510638297872,170,29,1
717,179,0.3170731707317073,10,1.2244897959183674,236,29,1
718,220,1.5,6,1.1851851851851851,128,29,1
719,218,0.45390070921985815,29,0.8104575163398693,518,99,1
720,282,0.9130434782608695,2,0.45161290322580644,86,99,1
721,238,11.0,0,1.0,10,29,1
722,19,0.7226277372262774,88,0.9079159935379645,2208,29,0
723,16,0.891156462585034,118,0.8690476190476191,2345,29,0
724,193,1.2608695652173914,4,0.9428571428571428,139,29,1
725,149,0.40384615384615385,7,0.7441860465116279,298,29,1
726,128,2.0,9,1.0,292,99,0
727,137,0.8309859154929577,53,0.8918269230769231,1466,29,0
728,236,0.5490196078431373,9,0.8852459016393442,247,29,1
729,152,2.4615384615384617,36,0.475,170,29,1
730,164,1.0956521739130434,69,0.7276341948310139,1585,29,0
731,74,1.1615384615384616,63,0.8596938775510204,1336,29,0
732,344,11.0,0,4.0,10,99,1
733,33,0.9166666666666666,23,0.8740157480314961,509,29,0
734,20,1.4074074074074074,20,0.7333333333333333,598,29,0
735,121,0.32142857142857145,45,0.6333333333333333,165,29,1
736,140,0.9782608695652174,11,0.9108910891089109,410,29,0
737,136,0.22727272727272727,39,0.4473684210526316,162,29,1
738,257,1.4827586206896552,4,1.2272727272727273,206,299,1
739,289,1.0,42,0.5625,156,99,1
740,176,2.0434782608695654,62,0.39705882352941174,277,29,1
741,13,0.5609756097560976,153,0.41711229946524064,750,29,0
742,212,0.2619047619047619,93,0.3076923076923077,363,29,1
743,50,1.0,9,0.9010989010989011,353,29,0
744,162,1.0,17,0.8554216867469879,340,99,0
745,216,0.6458333333333334,56,0.46808510638297873,227,99,1
746,42,1.7391304347826086,17,1.1727272727272726,508,29,0
747,208,0.78125,5,0.19047619047619047,55,29,1
748,92,1.0303030303030303,7,1.1521739130434783,214,29,0
749,22,1.5,27,0.7848837209302325,629,99,0
750,23,0.5925925925925926,16,0.8933333333333333,304,99,0
751,60,1.2736842105263158,99,0.856682769726248,2147,29,0
752,74,0.6896551724137931,11,0.7362637362637363,323,29,0
753,138,0.9,3,0.75,78,99,1
754,1,1.0909090909090908,161,0.4943820224719101,761,29,0
755,23,1.233644859813084,93,0.8676236044657097,2196,29,0
756,200,1.0857142857142856,6,0.7857142857142857,264,29,1
757,86,1.588235294117647,8,0.9454545454545454,232,99,0
758,31,1.236842105263158,20,0.7640449438202247,334,29,0
759,79,1.40625,10,0.9461538461538461,514,29,0
760,223,0.8928571428571429,1,0.9761904761904762,172,99,1
761,71,0.8493150684931506,89,0.8685714285714285,1848,29,0
762,79,0.9655172413793104,137,0.362962962962963,579,29,0
763,7,0.9024390243902439,146,0.3821656050955414,634,29,0
764,300,1.2413793103448276,7,0.627906976744186,139,29,1
765,90,0.6265822784810127,70,0.9786223277909739,1576,99,0
766,108,1.2758620689655173,14,0.8970588235294118,281,29,0
767,185,7.0,0,0.3333333333333333,6,29,1
768,149,0.696969696969697,5,0.7166666666666667,213,29,1
769,176,0.7894736842105263,60,0.3409090909090909,207,99,1
770,74,0.6206896551724138,9,0.8245614035087719,425,99,0
771,9,1.015748031496063,98,0.9148936170212766,2853,29,0
772,56,1.0,8,0.9743589743589743,323,29,0
773,15,1.036764705882353,52,0.8973105134474327,1437,99,0
774,56,0.6615384615384615,100,0.35,422,29,0
775,254,0.7567567567567568,9,0.875,97,99,1
776,124,0.9857142857142858,75,0.8479427549194991,1918,99,0
777,110,0.358974358974359,60,0.42424242424242425,189,99,1
778,243,0.9583333333333334,3,0.6818181818181818,78,29,1
779,58,1.1785714285714286,10,1.3559322033898304,292,29,0
780,145,5.0,0,1.2222222222222223,119,99,1
781,123,1.0857142857142856,20,0.8582677165354331,493,29,0
782,50,1.2857142857142858,6,0.7228915662650602,285,29,0
783,252,0.4915254237288136,77,0.43859649122807015,271,99,1
784,211,0.7142857142857143,29,0.275,138,99,1
785,134,0.3282442748091603,31,0.908675799086758,766,29,1
786,62,1.52,19,1.0097087378640777,435,29,0
787,109,0.9666666666666667,20,1.2045454545454546,221,29,1
788,3,1.0465116279069768,151,0.43169398907103823,775,99,0
789,59,1.1875,193,0.46511627906976744,771,299,0
790,152,1.25,6,1.28125,159,29,1
791,25,1.3488372093023255,63,0.8477272727272728,1525,29,0
792,56,0.6363636363636364,17,1.0574712643678161,391,99,0
793,150,1.3043478260869565,19,0.9619047619047619,444,29,0
794,64,0.6041666666666666,8,0.92,393,29,0
795,33,1.0476190476190477,70,0.8714859437751004,1743,299,0
796,88,0.7560975609756098,23,1.009090909090909,486,29,0
797,192,0.675,1,1.0357142857142858,117,99,1
798,36,0.7407407407407407,12,0.9158878504672897,416,29,0
799,103,0.9722222222222222,7,0.88,201,29,0
800,213,2.642857142857143,0,1.0,57,99,1
801,277,0.4230769230769231,2,0.6818181818181818,75,29,1
802,58,1.5504587155963303,84,0.8902439024390244,1758,299,0
803,170,0.4523809523809524,6,1.0833333333333333,273,29,1
804,107,2.5,10,0.7183098591549296,241,29,0
805,159,0.9565217391304348,24,0.34285714285714286,126,29,1
806,187,1.5263157894736843,4,0.9245283018867925,206,29,1
808,60,2.375,16,0.946236559139785,387,29,0
809,228,33.0,6,0.0,32,29,1
810,25,1.1846153846153846,89,0.9747126436781609,1673,29,0
811,193,0.6666666666666666,2,0.8709677419354839,120,99,1
812,98,1.0588235294117647,15,1.0178571428571428,246,99,0
813,122,0.7272727272727273,62,0.9831730769230769,1536,99,0
814,201,0.425531914893617,7,1.1219512195121952,195,29,1
815,206,3.75,4,0.8043478260869565,162,29,1
816,311,0.9411764705882353,1,1.2,69,99,1
817,249,1.0,1,0.7916666666666666,81,29,1
818,194,1.3333333333333333,24,0.32432432432432434,134,29,1
819,101,0.7647058823529411,85,0.9663865546218487,1770,99,0
820,241,7.0,1,0.0,6,99,1
821,106,2.1538461538461537,7,0.8596491228070176,216,29,0
822,18,1.3020833333333333,65,0.8971553610503282,1613,29,0
823,68,1.7241379310344827,78,0.3488372093023256,341,99,0
824,40,1.4642857142857142,124,0.4460431654676259,583,29,0
825,145,0.7647058823529411,14,0.8714285714285714,272,99,1
826,310,0.2619047619047619,4,1.2857142857142858,67,99,1
827,157,0.8461538461538461,55,0.4126984126984127,256,99,1
828,240,0.9444444444444444,20,0.4166666666666667,94,29,1
829,250,2.5,10,1.2142857142857142,141,29,1
831,47,0.7966101694915254,177,0.3888888888888889,710,99,0
832,164,0.6785714285714286,49,0.38333333333333336,244,99,1
833,129,0.6028368794326241,77,0.9661458333333334,1443,29,0
834,106,0.8699186991869918,78,0.7948113207547169,1421,29,0
835,136,1.4193548387096775,93,0.40186915887850466,438,99,0
836,187,1.1578947368421053,26,0.7272727272727273,80,99,1
837,41,0.84375,13,0.6493506493506493,264,299,0
838,280,10.0,3,1.0,9,99,1
839,49,0.5869565217391305,21,0.7722772277227723,383,29,0
840,86,0.41379310344827586,16,0.9459459459459459,600,99,0
841,82,1.591549295774648,48,0.8601823708206687,1146,99,0
842,183,0.71875,11,0.7101449275362319,248,29,1
843,285,0.5794392523364486,15,0.8823529411764706,417,99,1
844,285,4.857142857142857,0,1.3333333333333333,39,29,1
845,65,0.8157894736842105,82,0.9147609147609148,1744,29,0
846,140,0.45652173913043476,56,0.3055555555555556,261,99,1
847,24,0.8715596330275229,74,1.0680100755667505,1573,29,0
848,49,0.75,16,0.8384615384615385,504,29,0
849,135,0.42424242424242425,5,0.8214285714285714,105,29,1
850,119,0.88,12,0.9545454545454546,279,29,0
851,10,1.4326923076923077,76,0.8299595141700404,1674,29,0
852,107,1.0,5,0.7078651685393258,298,29,0
853,88,1.3513513513513513,99,0.4090909090909091,393,299,0
854,0,0.8,27,0.8655913978494624,731,29,0
855,315,0.8235294117647058,16,0.4,60,29,1
856,13,1.2578125,125,0.8654390934844193,2465,29,0
857,145,1.0283687943262412,58,1.0735694822888284,1431,99,0
858,223,0.7555555555555555,24,0.4782608695652174,98,29,1
859,104,0.10256410256410256,3,1.125,178,99,1
860,47,1.161904761904762,93,0.8843843843843844,2313,99,0
861,105,0.9736842105263158,17,0.6538461538461539,349,99,0
862,106,0.09523809523809523,46,0.6341463414634146,206,29,1
863,122,0.5384615384615384,0,1.206896551724138,124,99,1
864,178,0.4339622641509434,63,0.44,241,29,1
865,24,0.8148148148148148,107,0.43884892086330934,541,299,0
866,70,0.5689655172413793,16,0.7865168539325843,339,99,0
867,102,0.9772727272727273,62,0.9761904761904762,1109,29,0
868,104,0.8512396694214877,64,0.8948717948717949,1401,29,0
869,96,0.7567567567567568,15,0.7634408602150538,343,29,0
870,67,2.423076923076923,10,1.082191780821918,330,99,0
871,150,0.6444444444444445,63,0.3950617283950617,315,29,1
872,193,0.17647058823529413,46,0.5853658536585366,190,29,1
873,83,0.9210526315789473,5,0.7547169811320755,192,29,0
874,120,0.6666666666666666,89,0.35353535353535354,382,99,0
875,73,1.4036697247706422,90,0.8634751773049646,1955,99,0
876,27,0.7913043478260869,97,0.947935368043088,2074,99,0
877,107,2.0,17,0.9452054794520548,311,99,0
878,48,1.0714285714285714,25,0.9915254237288136,514,29,0
879,153,0.7767857142857143,80,0.9216152019002375,1526,29,0
880,192,0.6170212765957447,64,0.3411764705882353,305,99,1
882,33,1.2162162162162162,31,0.6973684210526315,539,29,0
883,15,1.3577981651376148,85,0.8818737270875764,1726,29,0
884,34,1.3063063063063063,69,0.9098837209302325,1251,29,0
885,137,0.6829268292682927,16,0.851063829787234,372,29,0
886,83,0.8918918918918919,77,0.9369369369369369,2020,99,0
887,128,0.6530612244897959,20,1.0326086956521738,392,29,0
888,23,2.875,140,0.5245901639344263,591,29,0
889,46,1.2596153846153846,100,0.8462929475587704,1926,29,0
891,12,0.8421052631578947,13,0.912621359223301,416,29,0
892,8,1.12,19,0.9411764705882353,433,99,0
893,6,1.36,23,1.1727272727272726,524,99,0
894,260,0.6590909090909091,33,0.4864864864864865,159,29,1
895,90,1.1794871794871795,24,0.8461538461538461,463,299,0
896,188,0.9047619047619048,38,0.40298507462686567,248,299,1
897,71,1.0952380952380953,187,0.3072289156626506,686,99,0
898,154,1.75,9,0.9464285714285714,225,99,1
899,91,1.1047619047619048,85,0.8923357664233577,1953,29,0
900,127,0.6770186335403726,72,0.8794871794871795,1364,29,0
901,239,1.24,56,0.3026315789473684,281,29,1
902,35,0.8787878787878788,71,0.7525562372188139,1575,29,0
903,26,0.7191780821917808,111,0.9261447562776958,2455,299,0
904,222,1.05,1,1.0769230769230769,109,29,1
905,227,0.2702702702702703,74,0.40540540540540543,312,99,1
906,139,0.4166666666666667,16,0.8468468468468469,421,99,0
907,56,1.2857142857142858,11,1.1358024691358024,363,99,0
908,101,1.075,150,0.304,539,299,0
909,114,0.5416666666666666,22,0.7,139,29,1
910,268,0.813953488372093,35,0.5,171,29,1
911,31,1.16,19,0.7777777777777778,335,29,0
912,112,1.2580645161290323,54,0.32432432432432434,269,29,0
913,142,2.55,10,0.9615384615384616,428,29,0
914,276,0.37209302325581395,45,0.5,205,29,1
915,45,1.6111111111111112,10,1.0,302,99,0
916,193,1.0869565217391304,62,0.38333333333333336,243,29,1
917,106,1.0588235294117647,73,0.47560975609756095,350,29,0
918,13,0.8823529411764706,25,1.0360360360360361,499,99,0
919,143,1.2916666666666667,8,1.103448275862069,257,29,1
920,3,0.7635135135135135,100,0.958139534883721,2377,29,0
921,214,0.9166666666666666,4,0.7894736842105263,135,99,1
922,111,1.3142857142857143,125,0.3254437869822485,621,99,0
923,203,1.6842105263157894,3,0.6935483870967742,201,99,1
924,1,2.5,16,1.036697247706422,469,29,0
925,278,1.024390243902439,24,0.42857142857142855,138,99,1
926,112,0.7714285714285715,90,0.911660777385159,2018,99,0
927,32,0.6666666666666666,141,0.45323741007194246,608,29,0
928,101,0.4406779661016949,10,0.6829268292682927,285,99,0
929,39,1.2222222222222223,32,0.8064516129032258,593,99,0
930,108,3.625,44,0.373134328358209,243,29,0
931,188,68.0,3,0.8,67,29,1
932,111,1.6,3,0.8157894736842105,135,299,1
933,275,0.45454545454545453,3,0.7222222222222222,130,99,1
934,126,0.6923076923076923,11,0.7297297297297297,394,29,0
935,6,0.69375,126,0.8716645489199492,2758,99,0
936,80,0.8723404255319149,82,0.3389830508474576,421,29,0
937,112,0.961038961038961,69,0.9318681318681319,1609,29,0
938,310,0.9310344827586207,1,1.0,56,29,1
939,144,0.9918032786885246,51,0.8629807692307693,1412,299,0
940,293,0.47368421052631576,6,0.5185185185185185,86,299,1
941,176,0.7,41,0.6071428571428571,141,29,1
942,149,1.7222222222222223,12,0.75,154,29,1
943,129,1.4545454545454546,6,0.918918918918919,140,29,1
944,21,1.0357142857142858,20,1.0975609756097562,378,299,0
945,73,0.7777777777777778,93,0.4,389,299,0
946,54,1.0396825396825398,102,0.9107142857142857,2191,99,0
947,21,0.8217054263565892,82,0.8733205374280231,1818,99,0
948,163,0.6470588235294118,6,1.1555555555555554,197,99,1
949,61,0.8888888888888888,12,0.7684210526315789,357,29,0
950,97,0.926829268292683,20,0.7849462365591398,359,29,0
951,185,0.76,15,0.85,167,29,1
952,182,1.2307692307692308,3,0.8,60,99,1
953,44,0.8523489932885906,84,0.9019607843137255,1805,99,0
954,12,1.09375,26,1.0070921985815602,613,29,0
955,169,0.8536585365853658,26,0.125,137,299,1
956,123,1.1379310344827587,36,0.3333333333333333,164,29,1
957,268,1.411764705882353,5,0.6666666666666666,118,29,1
958,80,0.673202614379085,34,0.9050632911392406,1114,99,0
959,12,0.757396449704142,121,0.845398773006135,2793,99,0
960,124,1.1666666666666667,10,0.797979797979798,366,99,0
961,3,0.9416058394160584,66,0.8664047151277013,1756,29,0
962,9,1.2692307692307692,22,1.1027397260273972,661,29,0
963,182,0.45652173913043476,77,0.5161290322580645,303,99,1
964,77,0.9523809523809523,75,0.3225806451612903,276,29,0
965,297,1.0357142857142858,43,0.4594594594594595,165,29,1
966,31,1.0263157894736843,165,0.3539325842696629,707,99,0
967,137,1.1111111111111112,18,0.8157894736842105,297,29,0
968,275,0.8666666666666667,17,0.3225806451612903,102,99,1
969,22,0.9310344827586207,21,0.8846153846153846,423,99,0
970,23,0.6274509803921569,171,0.38388625592417064,827,29,0
971,98,1.0810810810810811,13,0.9491525423728814,476,29,0
972,243,0.6538461538461539,8,1.0169491525423728,247,99,1
973,53,2.933333333333333,13,0.7941176470588235,380,99,0
974,66,1.3333333333333333,88,0.4336283185840708,470,99,0
975,25,1.3666666666666667,56,0.8629441624365483,1350,99,0
976,18,0.84,145,0.5,571,99,0
977,187,1.025,1,1.28,116,299,1
978,110,0.937984496124031,90,0.9461358313817331,1580,29,0
979,228,0.7560975609756098,74,0.3670886075949367,318,29,1
980,26,1.7777777777777777,19,1.055944055944056,623,29,0
981,153,0.5925925925925926,81,0.4,352,29,1
982,107,1.9375,14,0.74,186,29,1
983,25,0.6647058823529411,98,0.8580441640378549,2206,29,0
984,121,0.7264150943396226,26,0.7241379310344828,465,299,1
985,162,1.1111111111111112,8,1.1333333333333333,210,29,1
986,329,11.0,9,0.42857142857142855,34,29,1
987,34,2.2666666666666666,12,0.7816091954022989,326,29,0
988,24,1.5,181,0.38596491228070173,729,29,0
989,290,26.0,7,0.125,25,29,1
990,17,0.2857142857142857,12,0.9662921348314607,375,29,0
991,209,16.0,0,1.25,15,29,1
992,89,0.7142857142857143,5,0.6521739130434783,224,99,0
994,122,1.588235294117647,13,0.9,278,99,0
995,329,8.0,2,0.0,7,99,1
996,75,1.4831460674157304,49,0.9375,1161,29,0
997,93,1.0277777777777777,16,0.8446601941747572,395,99,0
998,85,0.8405797101449275,53,1.0386100386100385,1006,99,0
999,9,1.1071428571428572,19,0.891156462585034,588,29,0
1000,155,0.4,75,0.3380281690140845,313,99,1
1001,156,1.146551724137931,56,0.7949260042283298,1542,29,0
1002,195,0.8695652173913043,19,0.8405797101449275,283,99,1
1003,108,1.2820512820512822,13,0.8428571428571429,528,299,0
1004,26,0.4117647058823529,26,0.8978102189781022,547,29,0
1005,179,1.1333333333333333,6,0.9310344827586207,221,99,1
1006,11,0.6571428571428571,13,1.1710526315789473,367,99,0
1007,47,1.0571428571428572,14,1.1594202898550725,330,299,0
